# Valeur de la RUL -- maintenance insulaire (fenetres de visite + cout fixe)
# horizon=25 ans | N_MC=200 | mult U_log[0.50,2.00] | seed=2026 | VoLL=3.0 | Tvisite=12m | marge=1 | prev=fc+ely
# strategie de conduite FIXE : RB2(SoH) ; politiques : ['instant', 'corrective', 'calendar', 'rul']
# ages calendaires de ref (nominal x 1.00) : {'bat': 3.89, 'fc': 5.52, 'ely': None}
# cout total = uni0 + C_visite*n_interventions + gaspillage ; C_visite en post-proc
# TEST NUL instant==base : OK (ecart 0.000e+00 kEUR)

## Points nominaux (multiplicateurs = 1)
policy;lpsp;deg;uni0;nint;nprev;waste;wbat;wfc;wely;outfc;outely
instant;2.9099;58.024;81.889;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
corrective;3.3164;57.119;84.319;8.000;0.000;0.000;0.000;0.000;0.000;16358.000;0.000
calendar;2.9512;57.740;81.944;9.000;4.000;0.499;0.000;0.499;0.000;0.000;0.000
rul;2.9512;57.740;81.944;9.000;4.000;0.499;0.000;0.499;0.000;0.000;0.000

## Tirages (mondes perturbes, 200 complets)
draw;m_fc_a;m_fc_b;m_fc_s;m_ely_a;m_ely_b;m_ely_s;m_bat;instant_lpsp;instant_deg;instant_uni0;instant_nint;instant_nprev;instant_waste;instant_wbat;instant_wfc;instant_wely;instant_outfc;instant_outely;corrective_lpsp;corrective_deg;corrective_uni0;corrective_nint;corrective_nprev;corrective_waste;corrective_wbat;corrective_wfc;corrective_wely;corrective_outfc;corrective_outely;calendar_lpsp;calendar_deg;calendar_uni0;calendar_nint;calendar_nprev;calendar_waste;calendar_wbat;calendar_wfc;calendar_wely;calendar_outfc;calendar_outely;rul_lpsp;rul_deg;rul_uni0;rul_nint;rul_nprev;rul_waste;rul_wbat;rul_wfc;rul_wely;rul_outfc;rul_outely
55;0.7630;0.7058;1.8158;1.1460;0.6191;1.4283;0.8346;2.9654;55.177;79.497;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.4968;52.515;89.396;4.000;0.000;0.000;0.000;0.000;0.000;30596.000;0.000;4.4968;52.515;89.396;4.000;0.000;0.000;0.000;0.000;0.000;30596.000;0.000;3.0682;54.493;79.657;10.000;7.000;0.541;0.000;0.524;0.017;0.000;0.000
56;1.1469;0.8467;1.2117;1.2869;0.7408;1.5824;1.1779;2.9472;71.053;95.225;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6572;68.382;98.376;10.000;0.000;0.000;0.000;0.000;0.000;10318.000;7242.000;3.6572;68.382;98.376;10.000;0.000;0.000;0.000;0.000;0.000;10318.000;7242.000;3.1704;69.399;95.401;6.000;6.000;1.152;0.000;1.152;0.000;0.000;40.000
57;1.1571;0.6764;0.7110;0.8650;0.5240;0.5394;1.2530;2.7897;65.930;88.810;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1543;63.837;89.707;8.000;0.000;0.000;0.000;0.000;0.000;2509.000;0.000;3.0690;63.818;88.988;9.000;4.000;0.814;0.000;0.814;0.000;0.000;0.000;3.1543;63.837;89.707;8.000;0.000;0.000;0.000;0.000;0.000;2509.000;0.000
58;0.7754;1.3571;0.5547;1.3950;0.6729;1.6691;1.7569;2.9489;94.929;119.114;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.7530;90.282;129.263;8.000;0.000;0.000;0.000;0.000;0.000;11650.000;6402.000;3.8385;90.636;122.117;11.000;4.000;2.161;0.000;2.161;0.000;0.000;8251.000;3.3557;91.211;118.732;11.000;4.000;0.179;0.000;0.172;0.007;0.000;0.000
59;1.3001;0.8637;0.5181;1.4362;1.0910;0.5604;1.1030;2.8075;59.198;82.223;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2721;57.753;84.588;9.000;0.000;0.000;0.000;0.000;0.000;23701.000;0.000;2.8989;58.264;82.040;9.000;4.000;0.943;0.000;0.943;0.000;0.000;0.000;2.9159;58.362;82.277;8.000;4.000;0.094;0.000;0.094;0.000;0.000;0.000
60;0.5043;0.9348;1.1700;1.5213;0.7481;0.6897;0.7912;2.8460;45.618;68.959;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9961;45.099;69.671;7.000;0.000;0.000;0.000;0.000;0.000;10572.000;0.000;2.8698;45.363;68.900;4.000;4.000;1.195;0.000;1.195;0.000;0.000;0.000;2.8688;45.418;68.946;8.000;4.000;0.459;0.000;0.459;0.000;0.000;0.000
61;0.5428;1.8188;1.6950;1.1521;0.5545;0.5615;1.8203;2.7929;92.771;115.677;16.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3464;88.399;115.844;11.000;0.000;0.000;0.000;0.000;0.000;3427.000;0.000;3.3464;88.399;115.844;11.000;0.000;0.000;0.000;0.000;0.000;3427.000;0.000;3.2589;88.391;115.119;12.000;6.000;1.392;0.000;1.392;0.000;0.000;0.000
62;0.5946;0.6119;1.4855;0.7595;0.8846;0.8827;1.3196;2.9014;71.833;95.629;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8773;70.872;102.672;8.000;0.000;0.000;0.000;0.000;0.000;23779.000;0.000;2.9216;71.618;95.579;11.000;4.000;0.302;0.000;0.302;0.000;0.000;0.000;2.9216;71.618;95.579;11.000;4.000;0.302;0.000;0.302;0.000;0.000;0.000
63;0.9624;1.5416;0.9944;0.7479;0.6548;1.4241;0.6778;2.9665;46.329;70.658;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.0061;44.814;77.670;4.000;0.000;0.000;0.000;0.000;0.000;14532.000;6303.000;3.5004;45.620;74.328;9.000;4.000;0.604;0.000;0.604;0.000;0.000;6329.000;3.0186;46.011;70.768;9.000;5.000;0.736;0.000;0.604;0.132;0.000;0.000
64;1.1630;1.1509;1.9007;0.5661;0.6667;1.2510;0.7910;3.0305;52.984;77.838;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3568;51.494;79.025;9.000;0.000;0.000;0.000;0.000;0.000;20021.000;0.000;3.3568;51.494;79.025;9.000;0.000;0.000;0.000;0.000;0.000;20021.000;0.000;3.0543;52.704;77.754;11.000;8.000;1.724;0.000;1.724;0.000;0.000;0.000
65;0.5976;1.7300;1.3784;0.6807;0.5705;1.6075;1.1018;2.9722;66.529;90.906;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6175;64.395;94.064;9.000;0.000;0.000;0.000;0.000;0.000;15393.000;7817.000;3.0903;65.694;91.039;9.000;4.000;0.549;0.000;0.549;0.000;0.000;284.000;3.0500;65.716;90.730;10.000;5.000;1.002;0.000;0.539;0.464;0.000;0.000
66;1.8140;1.0241;0.6886;0.6017;0.8924;1.2906;0.5030;2.9835;38.900;63.369;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3948;37.211;65.053;7.000;0.000;0.000;0.000;0.000;0.000;24328.000;0.000;3.3948;37.211;65.053;7.000;0.000;0.000;0.000;0.000;0.000;24328.000;0.000;3.0292;38.635;63.479;6.000;7.000;0.997;0.000;0.818;0.179;0.000;0.000
67;0.8650;0.8752;1.2675;0.6552;1.6843;0.7847;1.5731;2.8592;82.640;106.090;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.3614;79.805;115.574;8.000;0.000;0.000;0.000;0.000;0.000;28451.000;0.000;3.0554;80.674;105.733;11.000;4.000;0.187;0.000;0.187;0.000;0.000;0.000;3.0554;80.674;105.733;11.000;4.000;0.187;0.000;0.187;0.000;0.000;0.000
68;1.5749;1.7050;0.7158;1.6018;0.6883;0.8699;0.6397;2.8761;41.603;65.191;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0800;40.880;66.140;7.000;0.000;0.000;0.000;0.000;0.000;7363.000;0.000;3.0800;40.880;66.140;7.000;0.000;0.000;0.000;0.000;0.000;7363.000;0.000;2.9743;41.058;65.452;9.000;6.000;1.365;0.000;1.365;0.000;0.000;0.000
69;0.9782;0.5549;1.8839;0.5091;0.9953;1.5979;0.6008;2.9525;46.325;70.540;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4297;45.028;73.157;8.000;0.000;0.000;0.000;0.000;0.000;12472.000;2538.000;3.4297;45.028;73.157;8.000;0.000;0.000;0.000;0.000;0.000;12472.000;2538.000;2.9973;46.061;70.644;11.000;9.000;2.314;0.000;2.246;0.068;0.000;0.000
70;1.1441;1.0440;1.4291;1.3169;1.5692;1.5017;1.1217;2.9684;68.500;92.845;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.1107;65.552;99.265;9.000;0.000;0.000;0.000;0.000;0.000;26564.000;3493.000;4.1107;65.552;99.265;9.000;0.000;0.000;0.000;0.000;0.000;26564.000;3493.000;3.1215;67.389;92.990;7.000;6.000;0.558;0.000;0.558;0.000;0.000;158.000
71;0.8122;0.5803;0.6275;1.6730;0.7235;1.7268;0.7643;2.9421;50.886;75.015;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2641;49.659;76.429;7.000;0.000;0.000;0.000;0.000;0.000;6680.000;782.000;3.2091;49.607;75.926;9.000;4.000;1.879;0.000;1.879;0.000;0.000;5560.000;3.1052;50.043;75.511;7.000;4.000;0.566;0.000;0.367;0.199;0.000;0.000
72;0.5413;0.7474;0.8522;0.5773;0.9072;1.5114;0.8874;2.9763;54.809;79.219;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4368;53.260;81.447;7.000;0.000;0.000;0.000;0.000;0.000;3201.000;6734.000;3.3414;53.261;80.665;5.000;4.000;1.840;0.000;1.840;0.000;0.000;7025.000;3.1388;53.739;79.482;8.000;1.000;0.115;0.000;0.000;0.115;1043.000;0.000
73;0.9914;1.9966;0.6739;1.0628;1.9663;0.9941;1.1351;2.9172;63.122;87.047;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2115;61.574;87.912;9.000;0.000;0.000;0.000;0.000;0.000;9924.000;0.000;3.0587;61.822;86.907;9.000;4.000;1.268;0.000;1.268;0.000;0.000;0.000;3.0742;61.900;87.113;8.000;4.000;0.519;0.000;0.519;0.000;0.000;0.000
74;1.0669;0.5866;1.3494;1.7705;1.8064;1.1277;0.8151;2.9653;51.762;76.081;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6739;50.302;80.433;4.000;0.000;0.000;0.000;0.000;0.000;17755.000;0.000;3.6739;50.302;80.433;4.000;0.000;0.000;0.000;0.000;0.000;17755.000;0.000;3.0402;51.268;76.202;9.000;6.000;0.987;0.000;0.987;0.000;0.000;0.000
75;1.2755;1.8522;1.9403;0.7402;1.8294;1.3761;1.6744;3.0005;94.067;118.676;18.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.1599;89.431;123.548;12.000;0.000;0.000;0.000;0.000;0.000;29665.000;0.000;4.1599;89.431;123.548;12.000;0.000;0.000;0.000;0.000;0.000;29665.000;0.000;3.3109;91.073;118.227;9.000;8.000;1.317;0.000;1.317;0.000;0.000;206.000
76;0.6307;1.9352;1.4211;0.6298;1.0572;0.5836;1.3653;2.8102;71.867;94.915;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8116;70.904;102.164;8.000;0.000;0.000;0.000;0.000;0.000;22332.000;0.000;2.8552;71.409;94.825;11.000;4.000;0.356;0.000;0.356;0.000;0.000;0.000;2.8552;71.409;94.825;11.000;4.000;0.356;0.000;0.356;0.000;0.000;0.000
77;1.1410;1.1146;1.6183;1.4534;0.5678;1.4382;1.0592;2.9965;65.760;90.336;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.7743;62.301;93.256;9.000;0.000;0.000;0.000;0.000;0.000;43175.000;0.000;3.7743;62.301;93.256;9.000;0.000;0.000;0.000;0.000;0.000;43175.000;0.000;3.0466;65.158;90.144;7.000;7.000;0.406;0.000;0.044;0.362;0.000;0.000
78;0.6496;0.8091;1.0128;1.6445;1.6980;0.5760;0.9229;2.8048;50.779;73.783;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1337;49.326;75.027;7.000;0.000;0.000;0.000;0.000;0.000;9228.000;0.000;2.9864;49.509;74.002;4.000;4.000;1.237;0.000;1.237;0.000;0.000;0.000;2.9861;49.573;74.063;8.000;4.000;0.497;0.000;0.497;0.000;0.000;0.000
79;1.6100;1.1525;1.6362;1.1443;0.6812;1.0040;1.0212;2.9187;62.341;86.278;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.2751;60.211;95.272;6.000;0.000;0.000;0.000;0.000;0.000;31059.000;0.000;4.2751;60.211;95.272;6.000;0.000;0.000;0.000;0.000;0.000;31059.000;0.000;2.9759;61.832;86.239;12.000;8.000;1.253;0.000;1.253;0.000;0.000;0.000
80;1.7269;0.8188;0.6925;1.4120;0.8945;0.9785;1.9361;2.9505;100.935;125.134;17.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9024;96.916;128.921;9.000;0.000;0.000;0.000;0.000;0.000;18065.000;0.000;3.9024;96.916;128.921;9.000;0.000;0.000;0.000;0.000;0.000;18065.000;0.000;3.5759;95.470;124.797;12.000;6.000;1.028;0.000;1.028;0.000;0.000;0.000
81;1.2739;1.2690;1.8248;1.3497;1.8785;1.2030;1.1288;3.0009;68.223;92.835;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.0850;65.634;99.137;6.000;0.000;0.000;0.000;0.000;0.000;22442.000;0.000;4.0850;65.634;99.137;6.000;0.000;0.000;0.000;0.000;0.000;22442.000;0.000;3.1471;66.968;92.778;12.000;8.000;1.637;0.000;1.637;0.000;0.000;0.000
82;0.7415;0.6885;1.0446;0.5427;0.6314;1.3349;1.2817;3.0139;72.322;97.040;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9942;69.581;102.339;6.000;0.000;0.000;0.000;0.000;0.000;20797.000;0.000;3.5569;69.722;98.894;9.000;4.000;0.980;0.000;0.980;0.000;0.000;2006.000;3.3229;69.918;97.170;9.000;5.000;0.478;0.000;0.182;0.295;0.000;0.000
83;0.5200;0.6269;1.1774;0.8798;1.1313;0.5977;1.6529;2.8077;84.045;107.072;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4411;81.018;109.241;10.000;0.000;0.000;0.000;0.000;0.000;12780.000;0.000;3.0577;81.168;106.245;11.000;4.000;1.147;0.000;1.147;0.000;0.000;0.000;3.0831;81.221;106.507;8.000;4.000;0.396;0.000;0.396;0.000;0.000;0.000
84;0.7159;0.8402;0.9322;1.1373;1.9467;0.6684;0.6262;2.8346;37.949;61.196;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2152;37.430;63.799;3.000;0.000;0.000;0.000;0.000;0.000;7720.000;0.000;2.8894;37.623;61.320;7.000;4.000;1.277;0.000;1.277;0.000;0.000;0.000;2.8919;37.677;61.395;7.000;4.000;0.543;0.000;0.543;0.000;0.000;0.000
85;0.6116;1.4635;0.8496;1.8074;0.5483;1.0447;1.4285;2.9435;76.121;100.263;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2549;74.894;101.589;10.000;0.000;0.000;0.000;0.000;0.000;11550.000;0.000;3.0256;75.128;99.942;11.000;4.000;1.688;0.000;1.688;0.000;0.000;0.000;3.0382;75.221;100.138;10.000;3.000;0.291;0.000;0.291;0.000;0.000;0.000
86;1.0099;0.8786;1.5401;1.0127;1.7569;0.6960;1.1462;2.8248;64.130;87.297;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6596;61.776;91.790;9.000;0.000;0.000;0.000;0.000;0.000;29107.000;0.000;3.6596;61.776;91.790;9.000;0.000;0.000;0.000;0.000;0.000;29107.000;0.000;3.0094;62.758;87.439;6.000;6.000;0.593;0.000;0.593;0.000;0.000;0.000
87;1.2049;1.7584;0.5690;1.5278;1.2896;1.6486;1.1629;2.9430;69.330;93.466;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8639;66.336;98.025;10.000;0.000;0.000;0.000;0.000;0.000;19453.000;6063.000;3.8405;67.306;98.804;9.000;4.000;1.221;0.000;1.221;0.000;0.000;7095.000;3.1257;67.811;93.446;9.000;5.000;0.340;0.000;0.233;0.107;0.000;0.000
88;0.9379;1.5080;0.7414;0.5399;1.4141;1.5419;1.5772;2.9790;86.628;111.061;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4339;84.114;112.277;11.000;0.000;0.000;0.000;0.000;0.000;10595.000;446.000;3.2997;84.441;111.503;11.000;4.000;1.246;0.000;1.246;0.000;0.000;1504.000;3.1514;84.602;110.448;9.000;5.000;0.848;0.000;0.484;0.364;0.000;0.000
89;0.9300;1.3807;1.3447;0.7459;1.4450;1.9031;0.8146;2.9325;56.493;80.543;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3809;55.039;82.767;6.000;0.000;0.000;0.000;0.000;0.000;8113.000;5319.000;3.3875;55.302;83.085;5.000;1.000;0.123;0.000;0.123;0.000;4820.000;5319.000;3.0004;55.939;80.546;10.000;7.000;1.391;0.000;1.350;0.041;0.000;0.000
90;0.7305;1.1233;1.6884;1.1620;1.9187;1.7965;1.3393;2.9297;79.878;103.906;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.7143;78.004;108.467;11.000;0.000;0.000;0.000;0.000;0.000;15600.000;8010.000;3.5602;78.038;107.236;11.000;1.000;0.136;0.000;0.136;0.000;14947.000;8010.000;2.9663;79.423;103.750;13.000;7.000;1.431;0.000;0.944;0.487;0.000;0.000
91;1.3322;0.6400;0.8022;1.5372;0.8711;0.6859;0.5457;2.7898;35.959;58.839;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6401;34.236;64.090;6.000;0.000;0.000;0.000;0.000;0.000;28120.000;0.000;2.9306;35.395;59.430;7.000;4.000;0.199;0.000;0.199;0.000;0.000;0.000;2.9306;35.395;59.430;7.000;4.000;0.199;0.000;0.199;0.000;0.000;0.000
92;0.6812;1.1128;1.8003;0.8604;1.4939;0.5977;1.5643;2.8341;81.916;105.160;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5496;79.533;108.644;11.000;0.000;0.000;0.000;0.000;0.000;24183.000;0.000;3.5496;79.533;108.644;11.000;0.000;0.000;0.000;0.000;0.000;24183.000;0.000;2.9917;80.072;104.609;12.000;6.000;0.758;0.000;0.758;0.000;0.000;0.000
93;1.8088;1.0036;0.9392;1.7608;0.6857;1.7916;1.7839;2.9575;100.733;124.988;18.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.4597;94.034;130.610;12.000;0.000;0.000;0.000;0.000;0.000;37220.000;4480.000;4.4597;94.034;130.610;12.000;0.000;0.000;0.000;0.000;0.000;37220.000;4480.000;3.3583;96.718;124.261;13.000;7.000;0.526;0.000;0.099;0.427;0.000;0.000
94;1.8857;1.7198;1.0363;1.2866;1.0468;0.7597;1.9742;2.8883;102.572;126.260;18.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2338;102.000;128.522;12.000;0.000;0.000;0.000;0.000;0.000;11576.000;0.000;3.2338;102.000;128.522;12.000;0.000;0.000;0.000;0.000;0.000;11576.000;0.000;2.8998;102.127;125.910;16.000;8.000;2.162;0.000;2.162;0.000;0.000;0.000
95;0.5176;0.7086;1.8116;1.8720;0.7359;1.9994;1.5425;2.9527;90.046;114.262;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6837;87.173;117.384;11.000;0.000;0.000;0.000;0.000;0.000;14571.000;2423.000;3.3567;87.604;115.134;12.000;1.000;0.012;0.000;0.012;0.000;8351.000;2423.000;3.1021;88.318;113.759;12.000;7.000;1.179;0.000;1.168;0.010;0.000;0.000
96;1.4679;1.1047;0.8637;0.5064;0.8300;0.8406;0.5598;2.8601;38.071;61.528;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9715;37.524;61.895;7.000;0.000;0.000;0.000;0.000;0.000;11084.000;0.000;2.9715;37.524;61.895;7.000;0.000;0.000;0.000;0.000;0.000;11084.000;0.000;2.8550;37.932;61.347;9.000;6.000;1.242;0.000;1.242;0.000;0.000;0.000
97;0.5621;0.7203;0.9922;1.4623;1.1311;1.0584;1.5086;2.9391;80.113;104.218;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5856;77.800;107.207;10.000;0.000;0.000;0.000;0.000;0.000;23050.000;0.000;3.0826;78.467;103.749;11.000;4.000;1.475;0.000;1.475;0.000;0.000;0.000;3.0991;78.563;103.980;10.000;3.000;0.070;0.000;0.070;0.000;0.000;0.000
98;1.6200;0.9200;1.1602;1.7932;0.5585;1.1630;1.4672;2.9921;82.338;106.878;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4129;80.614;108.605;11.000;0.000;0.000;0.000;0.000;0.000;9304.000;0.000;3.4129;80.614;108.605;11.000;0.000;0.000;0.000;0.000;0.000;9304.000;0.000;3.1194;81.079;106.663;12.000;2.000;0.015;0.000;0.015;0.000;664.000;0.000
99;0.9042;1.4141;1.6022;1.4426;1.0523;1.3648;1.3367;2.9826;77.154;101.616;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4978;75.482;104.169;11.000;0.000;0.000;0.000;0.000;0.000;25786.000;0.000;3.4978;75.482;104.169;11.000;0.000;0.000;0.000;0.000;0.000;25786.000;0.000;3.0048;76.733;101.376;13.000;7.000;1.103;0.000;0.722;0.381;0.000;0.000
100;0.8507;0.5150;1.8653;0.9562;0.7563;0.7076;0.8699;2.8269;52.236;75.421;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.5994;49.508;87.230;4.000;0.000;0.000;0.000;0.000;0.000;40640.000;0.000;4.5994;49.508;87.230;4.000;0.000;0.000;0.000;0.000;0.000;40640.000;0.000;2.9691;51.295;75.646;9.000;6.000;0.140;0.000;0.140;0.000;0.000;0.000
101;1.1140;1.0249;0.8493;0.5569;1.9474;0.5110;1.7895;2.7713;90.343;113.071;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8944;85.997;117.937;8.000;0.000;0.000;0.000;0.000;0.000;13021.000;0.000;3.2046;86.246;112.529;11.000;4.000;0.584;0.000;0.584;0.000;0.000;0.000;3.2046;86.246;112.529;11.000;4.000;0.584;0.000;0.584;0.000;0.000;0.000
102;0.5225;1.0076;1.4855;1.2545;1.3301;0.5724;1.6565;2.8090;84.850;107.888;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9673;81.646;114.183;8.000;0.000;0.000;0.000;0.000;0.000;17533.000;0.000;3.0649;82.028;107.165;11.000;4.000;0.455;0.000;0.455;0.000;0.000;0.000;3.0649;82.028;107.165;11.000;4.000;0.455;0.000;0.455;0.000;0.000;0.000
103;1.2308;1.8449;1.9869;1.4233;1.5266;1.8948;1.3553;2.9392;83.364;107.470;16.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9938;80.009;112.764;12.000;0.000;0.000;0.000;0.000;0.000;30479.000;8153.000;3.9938;80.009;112.764;12.000;0.000;0.000;0.000;0.000;0.000;30479.000;8153.000;3.0004;82.797;107.404;9.000;8.000;1.306;0.000;1.306;0.000;0.000;384.000
104;1.1675;1.0381;1.0322;1.2141;1.1887;0.5010;0.6149;2.7902;37.867;60.751;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5584;36.482;65.666;7.000;0.000;0.000;0.000;0.000;0.000;34049.000;0.000;2.8410;37.699;61.000;7.000;4.000;0.038;0.000;0.038;0.000;0.000;0.000;2.8410;37.699;61.000;7.000;4.000;0.038;0.000;0.038;0.000;0.000;0.000
105;0.8910;0.7449;1.2737;1.9743;0.7228;1.5384;0.8367;2.9356;55.049;79.125;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5652;52.395;81.635;9.000;0.000;0.000;0.000;0.000;0.000;29465.000;1050.000;3.2106;53.912;80.243;5.000;4.000;0.134;0.000;0.134;0.000;0.000;6425.000;3.0513;54.352;79.377;4.000;5.000;0.283;0.000;0.134;0.150;0.000;0.000
106;1.3638;0.5655;1.1874;1.0289;1.5781;0.5893;1.0306;2.7924;58.240;81.142;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4423;56.806;85.037;9.000;0.000;0.000;0.000;0.000;0.000;28752.000;0.000;3.4423;56.806;85.037;9.000;0.000;0.000;0.000;0.000;0.000;28752.000;0.000;2.8593;57.719;81.169;6.000;6.000;0.610;0.000;0.610;0.000;0.000;0.000
107;1.6549;1.3099;0.6248;1.6321;0.6887;0.5538;0.5624;2.7736;36.222;58.969;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.8476;35.961;59.316;7.000;0.000;0.000;0.000;0.000;0.000;6473.000;0.000;2.8476;35.961;59.316;7.000;0.000;0.000;0.000;0.000;0.000;6473.000;0.000;2.7708;36.033;58.758;9.000;6.000;1.396;0.000;1.396;0.000;0.000;0.000
108;1.4830;1.6029;1.6950;1.4228;1.7267;1.8090;1.0529;2.9465;69.075;93.240;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.3291;65.633;101.138;7.000;0.000;0.000;0.000;0.000;0.000;28246.000;7915.000;4.3291;65.633;101.138;7.000;0.000;0.000;0.000;0.000;0.000;28246.000;7915.000;2.9922;68.379;92.919;13.000;9.000;1.822;0.000;1.429;0.394;0.000;0.000
109;1.2012;1.8750;1.0199;0.6981;1.8369;0.5364;1.1225;2.7750;61.126;83.885;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9497;60.006;84.198;9.000;0.000;0.000;0.000;0.000;0.000;1723.000;0.000;2.9497;60.006;84.198;9.000;0.000;0.000;0.000;0.000;0.000;1723.000;0.000;2.9497;60.006;84.198;9.000;0.000;0.000;0.000;0.000;0.000;1723.000;0.000
110;1.8137;1.4032;1.1575;0.9814;0.7296;1.0918;1.3920;2.9580;78.662;102.922;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2494;77.363;104.013;12.000;0.000;0.000;0.000;0.000;0.000;14501.000;0.000;3.2494;77.363;104.013;12.000;0.000;0.000;0.000;0.000;0.000;14501.000;0.000;3.0305;77.940;102.794;8.000;8.000;2.039;0.000;2.039;0.000;0.000;0.000
111;1.0886;1.4467;1.9109;1.2132;1.3340;1.6229;1.0765;2.9702;68.309;92.669;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.8704;65.847;97.589;7.000;0.000;0.000;0.000;0.000;0.000;17425.000;7837.000;3.8704;65.847;97.589;7.000;0.000;0.000;0.000;0.000;0.000;17425.000;7837.000;3.0270;67.575;92.401;13.000;9.000;2.179;0.000;1.877;0.302;0.000;0.000
112;0.7457;1.5021;1.5688;1.9450;0.5149;1.0098;0.5443;2.8952;38.572;62.317;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1415;37.439;63.204;7.000;0.000;0.000;0.000;0.000;0.000;9597.000;0.000;3.1415;37.439;63.204;7.000;0.000;0.000;0.000;0.000;0.000;9597.000;0.000;3.0313;37.949;62.810;6.000;6.000;1.220;0.000;1.220;0.000;0.000;0.000
113;0.9949;0.9692;0.6781;1.9977;1.4002;0.8539;1.5050;2.8778;78.877;102.479;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2330;77.096;103.611;10.000;0.000;0.000;0.000;0.000;0.000;10236.000;0.000;3.0113;77.239;101.936;11.000;4.000;1.254;0.000;1.254;0.000;0.000;0.000;3.0231;77.291;102.085;8.000;4.000;0.496;0.000;0.496;0.000;0.000;0.000
