# Valeur de la RUL -- maintenance insulaire (fenetres de visite + cout fixe)
# horizon=25 ans | N_MC=200 | mult U_log[0.50,2.00] | seed=2026 | VoLL=3.0 | Tvisite=6m | marge=1.5 | prev=fc+ely
# strategie de conduite FIXE : RB2(SoH) ; politiques : ['instant', 'corrective', 'calendar', 'rul']
# ages calendaires de ref (nominal x 1.00) : {'bat': 3.89, 'fc': 5.52, 'ely': None}
# cout total = uni0 + C_visite*n_interventions + gaspillage ; C_visite en post-proc
# TEST NUL instant==base : OK (ecart 0.000e+00 kEUR)

## Points nominaux (multiplicateurs = 1)
policy;lpsp;deg;uni0;nint;nprev;waste;wbat;wfc;wely;outfc;outely
instant;2.9099;58.024;81.889;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
corrective;3.3164;57.119;84.319;8.000;0.000;0.000;0.000;0.000;0.000;16358.000;0.000
calendar;2.9589;57.762;82.029;10.000;4.000;0.039;0.000;0.039;0.000;0.000;0.000
rul;2.9512;57.740;81.944;9.000;4.000;0.499;0.000;0.499;0.000;0.000;0.000

## Tirages (mondes perturbes, 200 complets)
draw;m_fc_a;m_fc_b;m_fc_s;m_ely_a;m_ely_b;m_ely_s;m_bat;instant_lpsp;instant_deg;instant_uni0;instant_nint;instant_nprev;instant_waste;instant_wbat;instant_wfc;instant_wely;instant_outfc;instant_outely;corrective_lpsp;corrective_deg;corrective_uni0;corrective_nint;corrective_nprev;corrective_waste;corrective_wbat;corrective_wfc;corrective_wely;corrective_outfc;corrective_outely;calendar_lpsp;calendar_deg;calendar_uni0;calendar_nint;calendar_nprev;calendar_waste;calendar_wbat;calendar_wfc;calendar_wely;calendar_outfc;calendar_outely;rul_lpsp;rul_deg;rul_uni0;rul_nint;rul_nprev;rul_waste;rul_wbat;rul_wfc;rul_wely;rul_outfc;rul_outely
39;1.3895;0.9092;1.1351;0.5071;0.5811;0.7911;0.8843;2.8576;52.827;76.264;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1039;52.538;77.995;5.000;0.000;0.000;0.000;0.000;0.000;5103.000;0.000;3.1039;52.538;77.995;5.000;0.000;0.000;0.000;0.000;0.000;5103.000;0.000;2.8626;52.686;76.164;11.000;6.000;0.691;0.000;0.691;0.000;0.000;0.000
40;1.4259;0.6335;0.5873;1.3149;1.7125;1.6927;1.3985;2.9608;80.505;104.787;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.7738;79.085;110.036;9.000;0.000;0.000;0.000;0.000;0.000;13340.000;3218.000;3.0786;79.859;105.108;13.000;4.000;0.082;0.000;0.082;0.000;0.000;1766.000;3.0133;79.951;104.664;12.000;5.000;0.675;0.000;0.515;0.160;0.000;0.000
41;1.9550;1.0311;1.4630;0.8915;0.8159;1.7674;0.9084;2.9337;62.802;86.862;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3307;61.372;88.689;13.000;0.000;0.000;0.000;0.000;0.000;14341.000;1110.000;3.3307;61.372;88.689;13.000;0.000;0.000;0.000;0.000;0.000;14341.000;1110.000;2.9532;62.541;86.762;12.000;9.000;1.187;0.000;0.806;0.381;0.000;0.000
42;1.4073;0.9959;0.5842;0.5962;1.0141;1.3336;1.3996;3.0326;77.909;102.780;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6414;76.751;106.615;8.000;0.000;0.000;0.000;0.000;0.000;14605.000;0.000;3.2688;77.276;104.085;12.000;4.000;0.090;0.000;0.090;0.000;0.000;2197.000;3.0754;77.364;102.586;12.000;5.000;0.650;0.000;0.557;0.093;0.000;0.000
43;0.7963;0.5064;1.0473;0.6503;0.7793;1.0965;0.8607;2.9477;52.013;76.189;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1705;51.007;77.009;8.000;0.000;0.000;0.000;0.000;0.000;12907.000;0.000;3.0801;51.123;76.385;8.000;4.000;0.435;0.000;0.435;0.000;0.000;0.000;3.0801;51.123;76.385;8.000;4.000;0.435;0.000;0.435;0.000;0.000;0.000
44;0.9447;0.5362;0.6444;1.6064;1.0166;1.7055;1.6410;2.9452;90.664;114.819;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3446;89.339;116.770;13.000;0.000;0.000;0.000;0.000;0.000;5378.000;3512.000;3.1297;89.527;115.195;14.000;4.000;1.173;0.000;1.173;0.000;0.000;3543.000;3.0024;89.763;114.387;13.000;4.000;0.605;0.000;0.282;0.322;0.000;0.000
45;0.6535;0.8701;1.0364;0.5724;0.5628;1.6054;1.5729;2.9589;86.901;111.168;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2734;86.041;112.887;13.000;0.000;0.000;0.000;0.000;0.000;11413.000;2354.000;3.0616;86.384;111.494;14.000;4.000;0.898;0.000;0.898;0.000;0.000;4207.000;2.9714;86.642;111.011;14.000;5.000;0.682;0.000;0.437;0.245;0.000;0.000
46;0.8506;1.3316;1.0252;1.4096;0.7740;0.9646;1.7242;2.9176;89.830;113.758;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0611;88.443;113.549;13.000;0.000;0.000;0.000;0.000;0.000;3784.000;0.000;3.0234;88.508;113.305;13.000;4.000;0.344;0.000;0.344;0.000;0.000;0.000;3.0234;88.508;113.305;13.000;4.000;0.344;0.000;0.344;0.000;0.000;0.000
47;1.5511;0.7684;1.6977;0.8690;1.2877;1.3407;0.8726;2.9673;57.984;82.320;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1624;57.336;83.272;12.000;0.000;0.000;0.000;0.000;0.000;8279.000;1237.000;3.1624;57.336;83.272;12.000;0.000;0.000;0.000;0.000;0.000;8279.000;1237.000;2.9829;57.853;82.317;12.000;9.000;1.453;0.000;1.262;0.191;0.000;0.000
48;1.5737;0.9531;1.8939;1.8320;1.7417;1.7614;0.6131;2.9457;49.711;73.871;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3808;48.050;75.778;10.000;0.000;0.000;0.000;0.000;0.000;17695.000;845.000;3.3808;48.050;75.778;10.000;0.000;0.000;0.000;0.000;0.000;17695.000;845.000;2.9332;49.591;73.647;12.000;9.000;1.304;0.000;1.032;0.272;0.000;0.000
49;1.2283;1.3969;1.0407;1.0413;0.6611;0.6248;1.4807;2.8071;77.971;100.993;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0102;76.479;101.168;11.000;0.000;0.000;0.000;0.000;0.000;5709.000;0.000;3.0102;76.479;101.168;11.000;0.000;0.000;0.000;0.000;0.000;5709.000;0.000;2.9384;76.546;100.646;11.000;5.000;0.503;0.000;0.503;0.000;0.000;0.000
50;0.6152;1.3721;0.5564;0.8855;0.5169;1.2490;0.7505;3.0086;46.272;70.946;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0869;46.075;71.393;6.000;0.000;0.000;0.000;0.000;0.000;1052.000;0.000;3.0360;45.940;70.839;4.000;4.000;2.088;0.000;2.088;0.000;0.000;0.000;3.0351;46.095;70.986;7.000;3.000;0.314;0.000;0.129;0.184;0.000;0.000
51;0.9562;0.7438;1.0221;1.2443;0.6302;1.4683;1.4794;2.9631;82.801;107.103;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.7526;80.622;111.399;10.000;0.000;0.000;0.000;0.000;0.000;14302.000;3658.000;3.1104;81.419;106.929;13.000;4.000;0.125;0.000;0.125;0.000;0.000;726.000;3.0920;81.415;106.774;11.000;5.000;0.782;0.000;0.560;0.222;0.000;0.000
52;1.8459;0.8476;1.6774;0.5693;1.9832;0.6710;0.8396;2.8097;52.787;75.831;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3235;50.914;78.171;11.000;0.000;0.000;0.000;0.000;0.000;21898.000;0.000;3.3235;50.914;78.171;11.000;0.000;0.000;0.000;0.000;0.000;21898.000;0.000;2.9109;51.890;75.764;9.000;9.000;2.340;0.000;2.340;0.000;0.000;0.000
53;0.5692;1.5914;0.9807;1.8984;0.6110;1.7215;0.8231;2.9441;53.944;78.090;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5790;52.545;81.897;7.000;0.000;0.000;0.000;0.000;0.000;10006.000;4203.000;3.1224;53.253;78.861;9.000;4.000;1.165;0.000;1.165;0.000;0.000;1425.000;3.0111;53.373;78.068;8.000;4.000;0.539;0.000;0.344;0.195;0.000;0.000
54;0.6938;1.2434;0.5214;1.0359;0.9641;0.5348;0.9128;2.7903;48.897;71.782;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.8664;48.564;72.073;7.000;0.000;0.000;0.000;0.000;0.000;7196.000;0.000;2.7881;48.574;71.441;9.000;4.000;1.984;0.000;1.984;0.000;0.000;0.000;2.8113;48.718;71.775;7.000;2.000;0.172;0.000;0.172;0.000;0.000;0.000
55;0.7630;0.7058;1.8158;1.1460;0.6191;1.4283;0.8346;2.9654;55.177;79.497;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3602;53.910;81.468;10.000;0.000;0.000;0.000;0.000;0.000;8681.000;851.000;3.3602;53.910;81.468;10.000;0.000;0.000;0.000;0.000;0.000;8681.000;851.000;3.0493;54.480;79.489;10.000;7.000;0.764;0.000;0.522;0.242;0.000;0.000
56;1.1469;0.8467;1.2117;1.2869;0.7408;1.5824;1.1779;2.9472;71.053;95.225;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2325;69.666;96.177;12.000;0.000;0.000;0.000;0.000;0.000;10318.000;2862.000;3.2325;69.666;96.177;12.000;0.000;0.000;0.000;0.000;0.000;10318.000;2862.000;2.9945;70.438;94.998;12.000;6.000;0.676;0.000;0.421;0.255;0.000;0.000
57;1.1571;0.6764;0.7110;0.8650;0.5240;0.5394;1.2530;2.7897;65.930;88.810;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9395;64.932;89.040;11.000;0.000;0.000;0.000;0.000;0.000;2509.000;0.000;2.8982;64.939;88.709;11.000;4.000;0.379;0.000;0.379;0.000;0.000;0.000;2.8982;64.939;88.709;11.000;4.000;0.379;0.000;0.379;0.000;0.000;0.000
58;0.7754;1.3571;0.5547;1.3950;0.6729;1.6691;1.7569;2.9489;94.929;119.114;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3372;93.037;120.407;12.000;0.000;0.000;0.000;0.000;0.000;2856.000;2000.000;3.3006;92.847;119.917;14.000;4.000;1.787;0.000;1.787;0.000;0.000;3869.000;3.0764;93.189;118.420;13.000;4.000;0.440;0.000;0.170;0.271;0.000;0.000
59;1.3001;0.8637;0.5181;1.4362;1.0910;0.5604;1.1030;2.8075;59.198;82.223;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9977;58.499;83.084;9.000;0.000;0.000;0.000;0.000;0.000;10670.000;0.000;2.9018;58.297;82.096;10.000;4.000;0.517;0.000;0.517;0.000;0.000;0.000;2.9018;58.297;82.096;10.000;4.000;0.517;0.000;0.517;0.000;0.000;0.000
60;0.5043;0.9348;1.1700;1.5213;0.7481;0.6897;0.7912;2.8460;45.618;68.959;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9961;45.099;69.671;7.000;0.000;0.000;0.000;0.000;0.000;10572.000;0.000;2.8632;45.390;68.872;8.000;4.000;0.822;0.000;0.822;0.000;0.000;0.000;2.8688;45.418;68.946;8.000;4.000;0.459;0.000;0.459;0.000;0.000;0.000
61;0.5428;1.8188;1.6950;1.1521;0.5545;0.5615;1.8203;2.7929;92.771;115.677;16.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0987;90.484;115.897;9.000;0.000;0.000;0.000;0.000;0.000;3427.000;0.000;3.0987;90.484;115.897;9.000;0.000;0.000;0.000;0.000;0.000;3427.000;0.000;2.9709;90.524;114.890;13.000;5.000;0.548;0.000;0.548;0.000;0.000;0.000
62;0.5946;0.6119;1.4855;0.7595;0.8846;0.8827;1.3196;2.9014;71.833;95.629;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0685;71.422;96.588;12.000;0.000;0.000;0.000;0.000;0.000;6238.000;0.000;3.0685;71.422;96.588;12.000;0.000;0.000;0.000;0.000;0.000;6238.000;0.000;2.9216;71.618;95.579;11.000;4.000;0.302;0.000;0.302;0.000;0.000;0.000
63;0.9624;1.5416;0.9944;0.7479;0.6548;1.4241;0.6778;2.9665;46.329;70.658;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5919;45.326;74.785;5.000;0.000;0.000;0.000;0.000;0.000;10167.000;1923.000;3.1941;45.901;72.097;9.000;4.000;0.156;0.000;0.156;0.000;0.000;2189.000;3.0147;46.014;70.738;9.000;5.000;0.629;0.000;0.499;0.131;0.000;0.000
64;1.1630;1.1509;1.9007;0.5661;0.6667;1.2510;0.7910;3.0305;52.984;77.838;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3568;51.494;79.025;9.000;0.000;0.000;0.000;0.000;0.000;20021.000;0.000;3.3568;51.494;79.025;9.000;0.000;0.000;0.000;0.000;0.000;20021.000;0.000;3.0350;52.709;77.601;12.000;9.000;1.978;0.000;1.724;0.253;0.000;0.000
65;0.5976;1.7300;1.3784;0.6807;0.5705;1.6075;1.1018;2.9722;66.529;90.906;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3093;65.130;92.270;11.000;0.000;0.000;0.000;0.000;0.000;11053.000;3437.000;3.1050;65.701;91.166;10.000;4.000;0.101;0.000;0.101;0.000;0.000;476.000;3.0640;65.716;90.845;10.000;5.000;0.755;0.000;0.539;0.216;0.000;0.000
66;1.8140;1.0241;0.6886;0.6017;0.8924;1.2906;0.5030;2.9835;38.900;63.369;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2608;38.361;65.104;8.000;0.000;0.000;0.000;0.000;0.000;2436.000;3373.000;3.2608;38.361;65.104;8.000;0.000;0.000;0.000;0.000;0.000;2436.000;3373.000;3.0292;38.635;63.479;6.000;7.000;0.997;0.000;0.818;0.179;0.000;0.000
67;0.8650;0.8752;1.2675;0.6552;1.6843;0.7847;1.5731;2.8592;82.640;106.090;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0316;82.059;106.922;13.000;0.000;0.000;0.000;0.000;0.000;11127.000;0.000;3.0316;82.059;106.922;13.000;0.000;0.000;0.000;0.000;0.000;11127.000;0.000;2.8885;82.312;106.002;14.000;5.000;0.718;0.000;0.718;0.000;0.000;0.000
68;1.5749;1.7050;0.7158;1.6018;0.6883;0.8699;0.6397;2.8761;41.603;65.191;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0199;41.034;65.801;7.000;0.000;0.000;0.000;0.000;0.000;7363.000;0.000;3.0199;41.034;65.801;7.000;0.000;0.000;0.000;0.000;0.000;7363.000;0.000;2.9252;41.297;65.288;8.000;5.000;0.471;0.000;0.471;0.000;0.000;0.000
69;0.9782;0.5549;1.8839;0.5091;0.9953;1.5979;0.6008;2.9525;46.325;70.540;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2049;45.451;71.736;9.000;0.000;0.000;0.000;0.000;0.000;8093.000;2538.000;3.2049;45.451;71.736;9.000;0.000;0.000;0.000;0.000;0.000;8093.000;2538.000;2.9517;46.237;70.445;11.000;8.000;1.159;0.000;0.854;0.305;0.000;0.000
70;1.1441;1.0440;1.4291;1.3169;1.5692;1.5017;1.1217;2.9684;68.500;92.845;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2306;67.556;94.052;13.000;0.000;0.000;0.000;0.000;0.000;9364.000;3159.000;3.2306;67.556;94.052;13.000;0.000;0.000;0.000;0.000;0.000;9364.000;3159.000;2.9670;68.326;92.660;14.000;7.000;0.782;0.000;0.556;0.226;0.000;0.000
71;0.8122;0.5803;0.6275;1.6730;0.7235;1.7268;0.7643;2.9421;50.886;75.015;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1223;50.242;75.849;8.000;0.000;0.000;0.000;0.000;0.000;6680.000;782.000;3.0255;50.478;75.291;5.000;4.000;1.479;0.000;1.479;0.000;0.000;1209.000;2.9847;50.660;75.139;8.000;4.000;0.309;0.000;0.116;0.193;0.000;0.000
72;0.5413;0.7474;0.8522;0.5773;0.9072;1.5114;0.8874;2.9763;54.809;79.219;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2289;54.441;80.922;9.000;0.000;0.000;0.000;0.000;0.000;3213.000;2354.000;3.1589;54.444;80.351;10.000;4.000;1.583;0.000;1.583;0.000;0.000;2978.000;2.9665;54.688;79.017;8.000;4.000;0.514;0.000;0.223;0.291;0.000;0.000
73;0.9914;1.9966;0.6739;1.0628;1.9663;0.9941;1.1351;2.9172;63.122;87.047;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2815;62.529;89.442;7.000;0.000;0.000;0.000;0.000;0.000;9924.000;0.000;2.9396;62.786;86.895;11.000;4.000;0.885;0.000;0.885;0.000;0.000;0.000;2.9447;62.864;87.015;10.000;4.000;0.427;0.000;0.427;0.000;0.000;0.000
74;1.0669;0.5866;1.3494;1.7705;1.8064;1.1277;0.8151;2.9653;51.762;76.081;10.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.6739;50.302;80.433;4.000;0.000;0.000;0.000;0.000;0.000;17755.000;0.000;3.6739;50.302;80.433;4.000;0.000;0.000;0.000;0.000;0.000;17755.000;0.000;3.0402;51.268;76.202;9.000;6.000;0.987;0.000;0.987;0.000;0.000;0.000
75;1.2755;1.8522;1.9403;0.7402;1.8294;1.3761;1.6744;3.0005;94.067;118.676;18.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3790;92.573;120.285;15.000;0.000;0.000;0.000;0.000;0.000;6207.000;2329.000;3.3790;92.573;120.285;15.000;0.000;0.000;0.000;0.000;0.000;6207.000;2329.000;3.0680;92.961;118.123;16.000;9.000;1.507;0.000;1.313;0.194;0.000;0.000
76;0.6307;1.9352;1.4211;0.6298;1.0572;0.5836;1.3653;2.8102;71.867;94.915;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9866;71.315;95.809;12.000;0.000;0.000;0.000;0.000;0.000;4818.000;0.000;2.9866;71.315;95.809;12.000;0.000;0.000;0.000;0.000;0.000;4818.000;0.000;2.8552;71.409;94.825;11.000;4.000;0.356;0.000;0.356;0.000;0.000;0.000
77;1.1410;1.1146;1.6183;1.4534;0.5678;1.4382;1.0592;2.9965;65.760;90.336;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5533;63.852;92.994;11.000;0.000;0.000;0.000;0.000;0.000;16961.000;3591.000;3.5533;63.852;92.994;11.000;0.000;0.000;0.000;0.000;0.000;16961.000;3591.000;3.0385;65.134;90.054;14.000;8.000;1.258;0.000;1.145;0.113;0.000;0.000
78;0.6496;0.8091;1.0128;1.6445;1.6980;0.5760;0.9229;2.8048;50.779;73.783;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9404;50.331;74.446;8.000;0.000;0.000;0.000;0.000;0.000;9228.000;0.000;2.8280;50.528;73.721;9.000;4.000;0.863;0.000;0.863;0.000;0.000;0.000;2.8363;50.563;73.825;8.000;4.000;0.497;0.000;0.497;0.000;0.000;0.000
79;1.6100;1.1525;1.6362;1.1443;0.6812;1.0040;1.0212;2.9187;62.341;86.278;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0708;61.688;86.872;13.000;0.000;0.000;0.000;0.000;0.000;5531.000;0.000;3.0708;61.688;86.872;13.000;0.000;0.000;0.000;0.000;0.000;5531.000;0.000;2.9759;61.832;86.239;12.000;8.000;1.253;0.000;1.253;0.000;0.000;0.000
80;1.7269;0.8188;0.6925;1.4120;0.8945;0.9785;1.9361;2.9505;100.935;125.134;17.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.9992;97.258;130.057;9.000;0.000;0.000;0.000;0.000;0.000;18065.000;0.000;3.9992;97.258;130.057;9.000;0.000;0.000;0.000;0.000;0.000;18065.000;0.000;3.1790;97.712;123.784;14.000;6.000;1.028;0.000;1.028;0.000;0.000;0.000
81;1.2739;1.2690;1.8248;1.3497;1.8785;1.2030;1.1288;3.0009;68.223;92.835;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2420;66.594;93.183;13.000;0.000;0.000;0.000;0.000;0.000;22442.000;0.000;3.2420;66.594;93.183;13.000;0.000;0.000;0.000;0.000;0.000;22442.000;0.000;3.0176;67.905;92.654;14.000;8.000;1.637;0.000;1.637;0.000;0.000;0.000
82;0.7415;0.6885;1.0446;0.5427;0.6314;1.3349;1.2817;3.0139;72.322;97.040;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.4697;70.481;98.937;10.000;0.000;0.000;0.000;0.000;0.000;7719.000;4333.000;3.2912;70.877;97.870;12.000;4.000;0.580;0.000;0.580;0.000;0.000;2025.000;3.1338;71.004;96.706;12.000;5.000;0.476;0.000;0.381;0.095;0.000;0.000
83;0.5200;0.6269;1.1774;0.8798;1.1313;0.5977;1.6529;2.8077;84.045;107.072;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0812;82.912;108.183;12.000;0.000;0.000;0.000;0.000;0.000;12780.000;0.000;2.8704;83.036;106.577;13.000;4.000;0.768;0.000;0.768;0.000;0.000;0.000;2.8778;83.069;106.671;13.000;4.000;0.396;0.000;0.396;0.000;0.000;0.000
84;0.7159;0.8402;0.9322;1.1373;1.9467;0.6684;0.6262;2.8346;37.949;61.196;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.8959;37.562;61.312;6.000;0.000;0.000;0.000;0.000;0.000;7720.000;0.000;2.8442;37.796;61.123;7.000;4.000;0.906;0.000;0.906;0.000;0.000;0.000;2.8635;37.867;61.352;3.000;3.000;0.123;0.000;0.123;0.000;0.000;0.000
85;0.6116;1.4635;0.8496;1.8074;0.5483;1.0447;1.4285;2.9435;76.121;100.263;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2549;74.894;101.589;10.000;0.000;0.000;0.000;0.000;0.000;11550.000;0.000;3.0307;75.150;100.006;12.000;4.000;1.363;0.000;1.363;0.000;0.000;0.000;3.0382;75.221;100.138;10.000;3.000;0.291;0.000;0.291;0.000;0.000;0.000
86;1.0099;0.8786;1.5401;1.0127;1.7569;0.6960;1.1462;2.8248;64.130;87.297;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0204;63.529;88.300;12.000;0.000;0.000;0.000;0.000;0.000;7120.000;0.000;3.0204;63.529;88.300;12.000;0.000;0.000;0.000;0.000;0.000;7120.000;0.000;2.8644;63.731;87.223;13.000;6.000;0.593;0.000;0.593;0.000;0.000;0.000
87;1.2049;1.7584;0.5690;1.5278;1.2896;1.6486;1.1629;2.9430;69.330;93.466;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2219;68.420;94.845;11.000;0.000;0.000;0.000;0.000;0.000;6400.000;1269.000;3.1188;68.574;94.152;12.000;4.000;0.701;0.000;0.701;0.000;0.000;2787.000;2.9863;68.795;93.287;12.000;5.000;0.340;0.000;0.233;0.107;0.000;0.000
88;0.9379;1.5080;0.7414;0.5399;1.4141;1.5419;1.5772;2.9790;86.628;111.061;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.1614;85.862;111.790;13.000;0.000;0.000;0.000;0.000;0.000;10595.000;446.000;3.0506;86.151;111.170;14.000;4.000;0.897;0.000;0.897;0.000;0.000;1764.000;2.9854;86.311;110.796;14.000;5.000;0.614;0.000;0.486;0.128;0.000;0.000
89;0.9300;1.3807;1.3447;0.7459;1.4450;1.9031;0.8146;2.9325;56.493;80.543;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2146;55.621;81.986;5.000;0.000;0.000;0.000;0.000;0.000;5035.000;939.000;3.2146;55.621;81.986;5.000;0.000;0.000;0.000;0.000;0.000;5035.000;939.000;2.9869;56.001;80.498;10.000;6.000;0.792;0.000;0.489;0.303;0.000;0.000
90;0.7305;1.1233;1.6884;1.1620;1.9187;1.7965;1.3393;2.9297;79.878;103.906;14.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3613;78.319;105.887;12.000;0.000;0.000;0.000;0.000;0.000;15067.000;3630.000;3.3613;78.319;105.887;12.000;0.000;0.000;0.000;0.000;0.000;15067.000;3630.000;2.9792;79.439;103.873;13.000;7.000;1.148;0.000;0.946;0.202;0.000;0.000
91;1.3322;0.6400;0.8022;1.5372;0.8711;0.6859;0.5457;2.7898;35.959;58.839;7.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.0540;35.312;60.359;7.000;0.000;0.000;0.000;0.000;0.000;10820.000;0.000;3.0540;35.312;60.359;7.000;0.000;0.000;0.000;0.000;0.000;10820.000;0.000;2.8418;35.758;59.065;6.000;4.000;0.199;0.000;0.199;0.000;0.000;0.000
92;0.6812;1.1128;1.8003;0.8604;1.4939;0.5977;1.5643;2.8341;81.916;105.160;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9070;81.762;105.604;13.000;0.000;0.000;0.000;0.000;0.000;2485.000;0.000;2.9070;81.762;105.604;13.000;0.000;0.000;0.000;0.000;0.000;2485.000;0.000;2.8306;81.767;104.982;14.000;6.000;0.758;0.000;0.758;0.000;0.000;0.000
93;1.8088;1.0036;0.9392;1.7608;0.6857;1.7916;1.7839;2.9575;100.733;124.988;18.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.5223;97.503;126.391;14.000;0.000;0.000;0.000;0.000;0.000;19622.000;295.000;3.5223;97.503;126.391;14.000;0.000;0.000;0.000;0.000;0.000;19622.000;295.000;3.0793;98.688;123.942;15.000;8.000;1.360;0.000;1.237;0.123;0.000;0.000
94;1.8857;1.7198;1.0363;1.2866;1.0468;0.7597;1.9742;2.8883;102.572;126.260;18.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.2338;102.000;128.522;12.000;0.000;0.000;0.000;0.000;0.000;11576.000;0.000;3.2338;102.000;128.522;12.000;0.000;0.000;0.000;0.000;0.000;11576.000;0.000;2.9012;102.289;126.083;18.000;7.000;0.712;0.000;0.712;0.000;0.000;0.000
95;0.5176;0.7086;1.8116;1.8720;0.7359;1.9994;1.5425;2.9527;90.046;114.262;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3306;88.003;115.319;12.000;0.000;0.000;0.000;0.000;0.000;10191.000;2423.000;3.3306;88.003;115.319;12.000;0.000;0.000;0.000;0.000;0.000;10191.000;2423.000;3.0992;88.330;113.748;12.000;6.000;0.654;0.000;0.337;0.317;0.000;0.000
96;1.4679;1.1047;0.8637;0.5064;0.8300;0.8406;0.5598;2.8601;38.071;61.528;8.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.9715;37.524;61.895;7.000;0.000;0.000;0.000;0.000;0.000;11084.000;0.000;2.9715;37.524;61.895;7.000;0.000;0.000;0.000;0.000;0.000;11084.000;0.000;2.8591;38.012;61.460;8.000;5.000;0.358;0.000;0.358;0.000;0.000;0.000
97;0.5621;0.7203;0.9922;1.4623;1.1311;1.0584;1.5086;2.9391;80.113;104.218;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.3359;78.239;105.598;10.000;0.000;0.000;0.000;0.000;0.000;9922.000;0.000;3.0894;78.492;103.830;12.000;4.000;1.132;0.000;1.132;0.000;0.000;0.000;3.0977;78.545;103.950;11.000;3.000;0.330;0.000;0.330;0.000;0.000;0.000
